term_id,concept_id,resource_scope,source_term,preferred_id,variants_id,rejected_id,register,evidence,status,notes
LEBL-TERM-0420,concept.matrix.upper-triangular,R006,upper triangular matrix,matriks segitiga atas,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0421,concept.orientation,R006,orientation,orientasi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0422,concept.norm.one,R006,1-norm,norma-1,norma L1,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0423,concept.distance.taxicab,R006,taxicab distance,jarak taksi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0424,concept.matrix.diagonal,R006,diagonal matrix,matriks diagonal,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0425,concept.matrix.diagonalizable,R006,diagonalizable matrix,matriks yang dapat didiagonalisasi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0426,concept.eigenvalue,R006,eigenvalue,nilai eigen,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0427,concept.radius.spectral,R006,spectral radius,radius spektral,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0428,concept.modulus.complex,R006,complex modulus,modulus kompleks,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0429,concept.set.symmetric,R006,symmetric set,himpunan simetris,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0430,concept.calculus.gradient,R006,gradient,gradien,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0431,concept.geometry.curve,R006,curve,kurva,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0432,concept.geometry.curve.differentiable,R006,differentiable curve,kurva diferensiabel,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0433,concept.geometry.vector.tangent,R006,tangent vector,vektor singgung,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0434,concept.calculus.derivative.directional,R006,directional derivative,turunan arah,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0435,concept.calculus.jacobian.determinant,R006,Jacobian determinant,determinan Jacobian,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0436,concept.calculus.jacobian,R006,Jacobian,Jacobian,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0437,concept.calculus.jacobian.matrix,R006,Jacobian matrix,matriks Jacobian,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0438,concept.calculus.critical-point,R006,critical point,titik kritis,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0439,concept.surface.peano,R006,Peano surface,permukaan Peano,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0440,concept.geometry.sphere.unit,R006,unit sphere,permukaan bola satuan,bola satuan,,formal,R006 ch-several-vars-ders.tex,admitted,
