"id","semantic_key","concept_id","language","locale","preferred","variants_json","rejected_forms_json","scope_ids_json","register","evidence_json","rights_id","status","ledger_term_id","source_term","ledger_status","ledger_binding_json","record_json"
"urn:uuid:709b8784-49e7-5e13-bec1-d3f7aee7f6d8","lebl.ra.term.ledger.lebl-term-0184.id-id","urn:uuid:a7737795-b6c8-58d9-93ba-56711b6a34ec","id","id-ID","perkalian deret","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0184"",""sha256"":""sha256:79d0ab25dec4af83dec9ee9a0acfc5fc9eebb229e912c8f9605b56456181e7cf""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0184","multiplication of series","admitted","{""concept_id"":""concept.series.multiplication"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""perkalian deret"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""multiplication of series"",""status"":""admitted"",""term_id"":""LEBL-TERM-0184"",""variants_id"":""""}","{""concept_id"":""urn:uuid:a7737795-b6c8-58d9-93ba-56711b6a34ec"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0184"",""sha256"":""sha256:79d0ab25dec4af83dec9ee9a0acfc5fc9eebb229e912c8f9605b56456181e7cf""}],""examples"":[],""id"":""urn:uuid:709b8784-49e7-5e13-bec1-d3f7aee7f6d8"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.series.multiplication"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""perkalian deret"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""multiplication of series"",""status"":""admitted"",""term_id"":""LEBL-TERM-0184"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""perkalian deret"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0184.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:e7c1c39a-194d-5331-8593-3fe3d2bddff1","lebl.ra.term.ledger.lebl-term-0376.id-id","urn:uuid:98333e7d-d6f0-56ac-9025-3a4387c1bfee","id","id-ID","perkalian skalar","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0376"",""sha256"":""sha256:faca40158cdf50efab9376c482f14e57fb06d9653e1718fe2c9383187c991bb3""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0376","scalar multiplication","admitted","{""concept_id"":""concept.operation.scalar-multiplication"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""perkalian skalar"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""scalar multiplication"",""status"":""admitted"",""term_id"":""LEBL-TERM-0376"",""variants_id"":""""}","{""concept_id"":""urn:uuid:98333e7d-d6f0-56ac-9025-3a4387c1bfee"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0376"",""sha256"":""sha256:faca40158cdf50efab9376c482f14e57fb06d9653e1718fe2c9383187c991bb3""}],""examples"":[],""id"":""urn:uuid:e7c1c39a-194d-5331-8593-3fe3d2bddff1"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.operation.scalar-multiplication"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""perkalian skalar"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""scalar multiplication"",""status"":""admitted"",""term_id"":""LEBL-TERM-0376"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""perkalian skalar"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0376.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:25fb903b-2a2d-59bf-aaa9-3ea83e6cc031","lebl.ra.term.ledger.lebl-term-0214.id-id","urn:uuid:00205b8c-aff2-55b0-9fa8-8ea73e7e6b4f","id","id-ID","perluasan kontinu","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0214"",""sha256"":""sha256:416758aaaa93728205dac69a65ba1271bc9a11f035fd59f5f39c562397609bf1""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0214","continuous extension","admitted","{""concept_id"":""concept.function.continuous-extension"",""evidence"":""R006 ch-contfunc.tex"",""notes"":"""",""preferred_id"":""perluasan kontinu"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""continuous extension"",""status"":""admitted"",""term_id"":""LEBL-TERM-0214"",""variants_id"":""""}","{""concept_id"":""urn:uuid:00205b8c-aff2-55b0-9fa8-8ea73e7e6b4f"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0214"",""sha256"":""sha256:416758aaaa93728205dac69a65ba1271bc9a11f035fd59f5f39c562397609bf1""}],""examples"":[],""id"":""urn:uuid:25fb903b-2a2d-59bf-aaa9-3ea83e6cc031"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.function.continuous-extension"",""evidence"":""R006 ch-contfunc.tex"",""notes"":"""",""preferred_id"":""perluasan kontinu"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""continuous extension"",""status"":""admitted"",""term_id"":""LEBL-TERM-0214"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""perluasan kontinu"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0214.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:136ea3c2-ea6b-528b-b837-c9ef0248379d","lebl.ra.term.ledger.lebl-term-0439.id-id","urn:uuid:3c37da86-3cc6-5885-a80f-c1c01ba4191f","id","id-ID","permukaan Peano","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0439"",""sha256"":""sha256:277c16feaf084024d10060991ebbe4da6f322fcf7607a0c4d9024c325f584cab""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0439","Peano surface","admitted","{""concept_id"":""concept.surface.peano"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permukaan Peano"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""Peano surface"",""status"":""admitted"",""term_id"":""LEBL-TERM-0439"",""variants_id"":""""}","{""concept_id"":""urn:uuid:3c37da86-3cc6-5885-a80f-c1c01ba4191f"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0439"",""sha256"":""sha256:277c16feaf084024d10060991ebbe4da6f322fcf7607a0c4d9024c325f584cab""}],""examples"":[],""id"":""urn:uuid:136ea3c2-ea6b-528b-b837-c9ef0248379d"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.surface.peano"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permukaan Peano"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""Peano surface"",""status"":""admitted"",""term_id"":""LEBL-TERM-0439"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""permukaan Peano"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0439.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:73950d71-0858-5db5-bd16-4fb7c63c5dbc","lebl.ra.term.ledger.lebl-term-0440.id-id","urn:uuid:061d8ed5-1e01-5407-b120-27faf2011263","id","id-ID","permukaan bola satuan","[""bola satuan""]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0440"",""sha256"":""sha256:1e5f54b6de6b3e40315375f18e45f70bf4391ccb9009ce1bb0f9790f829245c6""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0440","unit sphere","admitted","{""concept_id"":""concept.geometry.sphere.unit"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permukaan bola satuan"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""unit sphere"",""status"":""admitted"",""term_id"":""LEBL-TERM-0440"",""variants_id"":""bola satuan""}","{""concept_id"":""urn:uuid:061d8ed5-1e01-5407-b120-27faf2011263"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0440"",""sha256"":""sha256:1e5f54b6de6b3e40315375f18e45f70bf4391ccb9009ce1bb0f9790f829245c6""}],""examples"":[],""id"":""urn:uuid:73950d71-0858-5db5-bd16-4fb7c63c5dbc"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.geometry.sphere.unit"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permukaan bola satuan"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""unit sphere"",""status"":""admitted"",""term_id"":""LEBL-TERM-0440"",""variants_id"":""bola satuan""},""locale"":""id-ID"",""preferred"":""permukaan bola satuan"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0440.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[""bola satuan""],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:1cbd0b5c-f479-5f99-814b-01da0b478871","lebl.ra.term.ledger.lebl-term-0413.id-id","urn:uuid:045957c0-a13f-560b-8d4f-fcc6fb59a1ca","id","id-ID","permutasi","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0413"",""sha256"":""sha256:9e4c811aa5e06ab004c00f3159d7f0c2be8fe871003f9b0795c29cae0e6311f6""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0413","permutation","admitted","{""concept_id"":""concept.permutation"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permutasi"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""permutation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0413"",""variants_id"":""""}","{""concept_id"":""urn:uuid:045957c0-a13f-560b-8d4f-fcc6fb59a1ca"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0413"",""sha256"":""sha256:9e4c811aa5e06ab004c00f3159d7f0c2be8fe871003f9b0795c29cae0e6311f6""}],""examples"":[],""id"":""urn:uuid:1cbd0b5c-f479-5f99-814b-01da0b478871"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.permutation"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permutasi"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""permutation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0413"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""permutasi"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0413.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:7cb84a41-5343-5e6f-9cfd-918a318eb4de","lebl.ra.term.ledger.lebl-term-0416.id-id","urn:uuid:ec049854-6ec9-5d13-9ab3-556e7eb13cbb","id","id-ID","permutasi ganjil","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0416"",""sha256"":""sha256:1c530ba253d5ab976307ac824631a6b78c9bffcd86789bc81fe5230735eee2e3""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0416","odd permutation","admitted","{""concept_id"":""concept.permutation.odd"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permutasi ganjil"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""odd permutation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0416"",""variants_id"":""""}","{""concept_id"":""urn:uuid:ec049854-6ec9-5d13-9ab3-556e7eb13cbb"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0416"",""sha256"":""sha256:1c530ba253d5ab976307ac824631a6b78c9bffcd86789bc81fe5230735eee2e3""}],""examples"":[],""id"":""urn:uuid:7cb84a41-5343-5e6f-9cfd-918a318eb4de"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.permutation.odd"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permutasi ganjil"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""odd permutation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0416"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""permutasi ganjil"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0416.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:d77b6015-ecd1-5170-8626-cd655d8ce5db","lebl.ra.term.ledger.lebl-term-0415.id-id","urn:uuid:20cf55c1-7132-5ffb-aa03-932972603840","id","id-ID","permutasi genap","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0415"",""sha256"":""sha256:5804fe34339ca72f60893c5cc5c5344b0496157b662ab6649436d51f823bb4d7""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0415","even permutation","admitted","{""concept_id"":""concept.permutation.even"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permutasi genap"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""even permutation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0415"",""variants_id"":""""}","{""concept_id"":""urn:uuid:20cf55c1-7132-5ffb-aa03-932972603840"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0415"",""sha256"":""sha256:5804fe34339ca72f60893c5cc5c5344b0496157b662ab6649436d51f823bb4d7""}],""examples"":[],""id"":""urn:uuid:d77b6015-ecd1-5170-8626-cd655d8ce5db"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.permutation.even"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""permutasi genap"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""even permutation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0415"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""permutasi genap"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0415.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:76c28612-bdf2-53a3-b243-6e49e0cacf71","lebl.ra.term.ledger.lebl-term-0021.id-id","urn:uuid:8260a8c4-4c02-5b12-9d0e-33a61a1400ed","id","id-ID","pernyataan dasar","[""kasus dasar""]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0021"",""sha256"":""sha256:d36b07f2b32a51052a25134ce8a0fa66e0ad257850ac04bbd738673495367ab2""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0021","basis statement","admitted","{""concept_id"":""concept.proof.induction-basis"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":""Source specifically calls this a statement rather than a case."",""preferred_id"":""pernyataan dasar"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""basis statement"",""status"":""admitted"",""term_id"":""LEBL-TERM-0021"",""variants_id"":""kasus dasar""}","{""concept_id"":""urn:uuid:8260a8c4-4c02-5b12-9d0e-33a61a1400ed"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0021"",""sha256"":""sha256:d36b07f2b32a51052a25134ce8a0fa66e0ad257850ac04bbd738673495367ab2""}],""examples"":[],""id"":""urn:uuid:76c28612-bdf2-53a3-b243-6e49e0cacf71"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.proof.induction-basis"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":""Source specifically calls this a statement rather than a case."",""preferred_id"":""pernyataan dasar"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""basis statement"",""status"":""admitted"",""term_id"":""LEBL-TERM-0021"",""variants_id"":""kasus dasar""},""locale"":""id-ID"",""preferred"":""pernyataan dasar"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0021.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[""kasus dasar""],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:88bab9b1-b43b-57e7-bc49-bb32aaf627b2","lebl.ra.term.ledger.lebl-term-0307.id-id","urn:uuid:40e85bdf-074f-5e27-a862-72e36d4e50a5","id","id-ID","persamaan diferensial","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0307"",""sha256"":""sha256:497c5e7126ec3a2567550c838a1692e5a12253c07956d3cd258d5d19bc222c7b""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0307","differential equation","admitted","{""concept_id"":""concept.equation.differential"",""evidence"":""R006 ch-seq-funcs.tex"",""notes"":"""",""preferred_id"":""persamaan diferensial"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""differential equation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0307"",""variants_id"":""""}","{""concept_id"":""urn:uuid:40e85bdf-074f-5e27-a862-72e36d4e50a5"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0307"",""sha256"":""sha256:497c5e7126ec3a2567550c838a1692e5a12253c07956d3cd258d5d19bc222c7b""}],""examples"":[],""id"":""urn:uuid:88bab9b1-b43b-57e7-bc49-bb32aaf627b2"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.equation.differential"",""evidence"":""R006 ch-seq-funcs.tex"",""notes"":"""",""preferred_id"":""persamaan diferensial"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""differential equation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0307"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""persamaan diferensial"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0307.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:e4c11169-e747-50f7-a84e-f28df16cee7b","lebl.ra.term.ledger.lebl-term-0308.id-id","urn:uuid:c66990a5-a8b2-5444-9bf7-734877170bab","id","id-ID","persamaan diferensial biasa","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0308"",""sha256"":""sha256:d5ba85b420d534a144d8c337b891b812ea5666bddcb3177ab3a881a0d842070b""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0308","ordinary differential equation","admitted","{""concept_id"":""concept.equation.ordinary-differential"",""evidence"":""R006 ch-seq-funcs.tex"",""notes"":"""",""preferred_id"":""persamaan diferensial biasa"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""ordinary differential equation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0308"",""variants_id"":""""}","{""concept_id"":""urn:uuid:c66990a5-a8b2-5444-9bf7-734877170bab"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0308"",""sha256"":""sha256:d5ba85b420d534a144d8c337b891b812ea5666bddcb3177ab3a881a0d842070b""}],""examples"":[],""id"":""urn:uuid:e4c11169-e747-50f7-a84e-f28df16cee7b"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.equation.ordinary-differential"",""evidence"":""R006 ch-seq-funcs.tex"",""notes"":"""",""preferred_id"":""persamaan diferensial biasa"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""ordinary differential equation"",""status"":""admitted"",""term_id"":""LEBL-TERM-0308"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""persamaan diferensial biasa"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0308.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
