term_id,concept_id,resource_scope,source_term,preferred_id,variants_id,rejected_id,register,evidence,status,notes
LEBL-TERM-0400,concept.product.dot,R006,dot product,hasil kali titik,produk titik,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0401,concept.mapping.bilinear,R006,bilinear,bilinear,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0402,concept.norm.euclidean,R006,Euclidean norm,norma Euklides,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0403,concept.inequality.cauchy-schwarz,R006,Cauchy--Schwarz inequality,ketaksamaan Cauchy--Schwarz,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0404,concept.norm.operator,R006,operator norm,norma operator,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0405,concept.group.general-linear,R006,general linear group,grup linear umum,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0406,concept.matrix,R006,matrix,matriks,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0407,concept.matrix.entry,R006,matrix entry,entri matriks,unsur matriks,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0408,concept.matrix.row,R006,row,baris,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0409,concept.matrix.column,R006,column,kolom,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0410,concept.matrix.transpose,R006,transpose,transpos,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0411,concept.basis.change,R006,change of basis,perubahan basis,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0412,concept.determinant,R006,determinant,determinan,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0413,concept.permutation,R006,permutation,permutasi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0414,concept.transposition,R006,transposition,transposisi,pertukaran dua unsur,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0415,concept.permutation.even,R006,even permutation,permutasi genap,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0416,concept.permutation.odd,R006,odd permutation,permutasi ganjil,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0417,concept.group.symmetric,R006,symmetric group,grup simetris,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0418,concept.diagram.commutative,R006,commutative diagram,diagram komutatif,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0419,concept.matrix.elementary,R006,elementary matrix,matriks elementer,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0420,concept.matrix.upper-triangular,R006,upper triangular matrix,matriks segitiga atas,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0421,concept.orientation,R006,orientation,orientasi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0422,concept.norm.one,R006,1-norm,norma-1,norma L1,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0423,concept.distance.taxicab,R006,taxicab distance,jarak taksi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0424,concept.matrix.diagonal,R006,diagonal matrix,matriks diagonal,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0425,concept.matrix.diagonalizable,R006,diagonalizable matrix,matriks yang dapat didiagonalisasi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0426,concept.eigenvalue,R006,eigenvalue,nilai eigen,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0427,concept.radius.spectral,R006,spectral radius,radius spektral,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0428,concept.modulus.complex,R006,complex modulus,modulus kompleks,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0429,concept.set.symmetric,R006,symmetric set,himpunan simetris,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0430,concept.calculus.gradient,R006,gradient,gradien,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0431,concept.geometry.curve,R006,curve,kurva,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0432,concept.geometry.curve.differentiable,R006,differentiable curve,kurva diferensiabel,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0433,concept.geometry.vector.tangent,R006,tangent vector,vektor singgung,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0434,concept.calculus.derivative.directional,R006,directional derivative,turunan arah,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0435,concept.calculus.jacobian.determinant,R006,Jacobian determinant,determinan Jacobian,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0436,concept.calculus.jacobian,R006,Jacobian,Jacobian,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0437,concept.calculus.jacobian.matrix,R006;R007,Jacobian matrix,matriks Jacobian,,,formal,R006 ch-several-vars-ders.tex; R007 ch-nonlin-systems.tex raw lines 160-248,admitted,
LEBL-TERM-0438,concept.calculus.critical-point,R006;R007,critical point,titik kritis,,,formal,R006 ch-several-vars-ders.tex; R007 ch-nonlin-systems.tex raw lines 160-248,admitted,
LEBL-TERM-0439,concept.surface.peano,R006,Peano surface,permukaan Peano,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0440,concept.geometry.sphere.unit,R006,unit sphere,permukaan bola satuan,bola satuan,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0441,concept.function.vector-valued,R006,vector-valued function,fungsi bernilai vektor,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0442,concept.function.scalar-valued,R006,scalar-valued function,fungsi bernilai skalar,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0443,concept.geometry.line-segment,R006,line segment,ruas garis,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0444,concept.calculus.derivative.uniformly-bounded,R006,uniformly bounded derivative,turunan yang terbatas secara seragam,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0445,concept.geometry.annulus,R006,annulus,anulus,gelang,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0446,concept.calculus.function.class-c1,R006,function of class C1,fungsi berkelas C1,fungsi C1,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0447,concept.function.matrix-valued,R006,matrix-valued function,fungsi bernilai matriks,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0448,concept.polynomial.multivariable,R006,polynomial in several variables,polinom beberapa variabel,polinom multivariabel,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0449,concept.geometry.ball.unit,R006,unit ball,bola satuan,,,formal,R006 ch-several-vars-ders.tex,admitted,Distinct from the unit sphere; the defining inequality is strict.
LEBL-TERM-0450,concept.function.nowhere-continuous,R006,nowhere continuous,tidak kontinu di setiap titik,tak kontinu di mana pun,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0451,concept.function.identically-zero,R006,identically zero,identik nol,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0452,concept.proof.base-case,R006,base case,kasus dasar,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0453,concept.mapping.open,R006,open mapping,pemetaan terbuka,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0454,concept.operator.invertible,R006,invertible operator,operator invertibel,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0455,concept.conjecture.jacobian,R006,Jacobian conjecture,konjektur Jacobian,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0456,concept.mapping.polynomial,R006,polynomial mapping,pemetaan polinomial,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0457,concept.theorem.implicit-function,R006,implicit function theorem,teorema fungsi implisit,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0458,concept.equation.solve-dependent-variable,R006,solve for y in terms of x,menyelesaikan terhadap y sebagai fungsi dari x,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0459,concept.geometry.vertical-tangency,R006,vertical tangency,titik tempat garis singgungnya vertikal,garis singgung vertikal,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0460,concept.matrix.block-form,R006,block matrix form,bentuk matriks blok,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0461,concept.mapping.zero,R006,zero map,pemetaan nol,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0462,concept.coordinate.block,R006,coordinate block,blok koordinat,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0463,concept.equation.unknown,R006,unknown,peubah tak diketahui,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0464,concept.geometry.smooth-curve,R006,smooth curve,kurva mulus,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0465,concept.geometry.projection,R006,projection,proyeksi,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0466,concept.geometry.unit-circle,R006,unit circle,lingkaran satuan,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0467,concept.coordinate.polar,R006,polar coordinates,koordinat polar,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0468,concept.algebra.discriminant,R006,discriminant,diskriminan,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0469,concept.function.inverse.local,R006,local inverse,invers lokal,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0470,concept.set.preimage,R006,preimage,prapeta,himpunan prapeta,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0471,concept.set.level,R006,level set,himpunan level,himpunan aras,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0472,concept.geometry.level-curve,R006,level curve,kurva level,kurva aras,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0473,concept.geometry.regular-curve,R006,regular curve,kurva reguler,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0474,concept.geometry.horizontal-line,R006,horizontal line,garis horizontal,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0475,concept.geometry.straighten-local,R006,locally straighten,diluruskan secara lokal,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0476,concept.function.invertible.local,R006,locally invertible,invertibel secara lokal,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0477,concept.function.invertible.global,R006,globally invertible,invertibel secara global,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0478,concept.calculus.partial-derivative.order-k,R006,partial derivative of order k,turunan parsial orde k,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0479,concept.calculus.function.class-ck,R006,Ck function,fungsi berkelas Ck,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0480,concept.calculus.differentiability.order-k,R006,k-times continuously differentiable,diferensiabel secara kontinu hingga orde k,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0481,concept.calculus.partial-derivative.mixed,R006,mixed partial derivative,turunan parsial campuran,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0482,concept.calculus.differentiation.interchange-order,R006,interchange the order of partial differentiation,menukar urutan diferensiasi parsial,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0483,concept.notation.subscript,R006,subscript notation,notasi subskrip,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0484,concept.mapping.fiber,R006,fiber,serat,prapeta titik,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0485,concept.function.inverse.local-branch,R006,local inverse branch,cabang invers lokal,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0486,concept.topology.punctured-plane,R006,punctured plane,bidang berlubang,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0487,concept.extremum.strict-local-minimum,R006,strict local minimum,minimum lokal ketat,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0488,concept.calculus.symmetric-difference-quotient,R006,symmetric difference quotient,hasil bagi selisih simetris,,,formal,R006 ch-several-vars-ders.tex,admitted,
LEBL-TERM-0489,concept.calculus.differentiation-under-integral,R006,differentiation under the integral sign,diferensiasi di bawah tanda integral,mendiferensialkan di bawah tanda integral,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0490,concept.calculus.integrand,R006,integrand,integran,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0491,concept.calculus.integrability,R006,integrability,keterintegralan,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0492,concept.calculus.leibniz-integral-rule,R006,Leibniz integral rule,aturan integral Leibniz,aturan Leibniz,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0493,concept.topology.compact-rectangle,R006,compact rectangle,persegi panjang kompak,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0494,concept.function.compact-support,R006,compactly supported,berdukungan kompak,mempunyai dukungan kompak,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0495,concept.differential-equation.partial,R006,partial differential equation,persamaan diferensial parsial,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0496,concept.integration.path-integral,R006,path integral,integral lintasan,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0497,concept.geometry.path.smooth,R006,smooth path,lintasan mulus,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0498,concept.geometry.path.continuously-differentiable,R006,continuously differentiable path,lintasan yang diferensiabel secara kontinu,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0499,concept.geometry.path.piecewise-smooth,R006,piecewise smooth path,lintasan mulus sepotong-sepotong,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0500,concept.geometry.path.piecewise-continuously-differentiable,R006,piecewise continuously differentiable path,lintasan diferensiabel secara kontinu sepotong-sepotong,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0501,concept.geometry.path.closed,R006;R007,closed path,lintasan tertutup,closed trajectory,,formal,R006 ch-one-dim-ints-sv.tex; R007 ch-nonlin-systems.tex,admitted,The R007 contextual source phrase closed trajectory maps to the same concept
LEBL-TERM-0502,concept.geometry.path.simple,R006,simple path,lintasan sederhana,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0503,concept.geometry.path.simple-closed,R006,simple closed path,lintasan tertutup sederhana,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0504,concept.geometry.path.parametrization,R006,parametrization,parametrisasi,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0505,concept.geometry.path.reparametrization.smooth,R006,smooth reparametrization,reparametrisasi mulus,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0506,concept.geometry.path.reparametrization.piecewise-smooth,R006,piecewise smooth reparametrization,reparametrisasi mulus sepotong-sepotong,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0507,concept.geometry.orientation.preserve,R006,preserve orientation,mempertahankan orientasi,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0508,concept.geometry.orientation.reverse,R006,reverse orientation,membalik orientasi,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0509,concept.geometry.corner,R006,corner,sudut,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0510,concept.geometry.orientation.counterclockwise,R006,counterclockwise,berlawanan arah jarum jam,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0511,concept.differential-form.one-form,R006,one-form,bentuk-1,bentuk diferensial derajat satu,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0512,concept.integration.path-integral.one-form,R006,path integral of a one-form,integral lintasan bentuk-1,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0513,concept.integration.partition.minimal,R006,minimal partition,partisi minimal,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0514,concept.integration.u-substitution,R006,u-substitution,substitusi u,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0515,concept.geometry.path.concatenate,R006,concatenate paths,menyambungkan lintasan,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0516,concept.geometry.path.reparametrization.orientation-preserving,R006,orientation preserving reparametrization,reparametrisasi yang mempertahankan orientasi,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0517,concept.geometry.path.reparametrization.orientation-reversing,R006,orientation reversing reparametrization,reparametrisasi yang membalik orientasi,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0518,concept.geometry.path.traverse-twice,R006,traverse twice,menelusuri dua kali,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0519,concept.function.constant-mapping,R006,constant mapping,pemetaan konstan,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0520,concept.geometry.curve.zero-length,R006,curve of length zero,kurva dengan panjang nol,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0521,concept.integration.path-integral.function,R006,path integral of a function,integral lintasan suatu fungsi,integral lintasan skalar,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0522,concept.geometry.arc-length.measure,R006,arc-length measure,ukuran panjang busur,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0523,concept.geometry.curve.length,R006,length,panjang,panjang kurva,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0524,concept.metric.euclidean-distance,R006,euclidean distance,jarak Euklides,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0525,concept.geometry.path.arc-length-parametrization,R006,arc-length parametrization,parametrisasi panjang busur,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0526,concept.geometry.path.speed,R006,speed,kelajuan,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0527,concept.geometry.path.unit-speed-parametrization,R006,unit-speed parametrization,parametrisasi berkelajuan satu,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0528,concept.integration.signed-integral,R006,signed integral,integral bertanda,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0529,concept.geometry.path.common-partition,R006,common partition,partisi bersama,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0530,concept.geometry.curve.regular-arc,R006,regular arc,busur reguler,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0531,concept.geometry.curve.figure-eight,R006,figure-eight curve,kurva berbentuk angka delapan,kurva angka delapan,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0532,concept.geometry.path.traversal-orientation,R006,orientation of traversal,orientasi penelusuran,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0533,concept.geometry.curve.parametric,R006,parametric curve,kurva parametrik,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0534,concept.integration.path-independence,R006,path independence,ketaktergantungan pada lintasan,integral tidak bergantung pada lintasan,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0535,concept.integration.path-independent,R006,path-independent integral,integral bebas lintasan,integral yang tidak bergantung pada lintasan,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0536,concept.calculus.derivative.total,R006,total derivative,turunan total,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0537,concept.topology.path-connected,R006,path connected,terhubung lintasan,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0538,concept.linear-algebra.basis-vector.standard,R006,standard basis vector,vektor basis standar,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0539,concept.topology.simply-connected,R006;R007,simply connected,terhubung sederhana,,,formal,R006 ch-one-dim-ints-sv.tex; R007 ch-nonlin-systems.tex raw lines 1950-1985,admitted,
LEBL-TERM-0540,concept.topology.domain.star-shaped,R006,star-shaped domain,domain berbentuk bintang,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0541,concept.analysis.poincare-lemma,R006,Poincare lemma,Lema Poincare,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0542,concept.geometry.mapping.radial,R006,radial mapping,pemetaan radial,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0543,concept.physics.vector-field,R006;R007,vector field,medan vektor,,,formal,R006 ch-one-dim-ints-sv.tex; R007 ch-nonlin-systems.tex raw lines 70-104,admitted,
LEBL-TERM-0544,concept.physics.force-field,R006,force field,medan gaya,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0545,concept.integration.path-integral.vector-field,R006,path integral of a vector field,integral lintasan medan vektor,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0546,concept.physics.potential,R006,potential,potensial,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0547,concept.physics.vector-field.conservative,R006,conservative vector field,medan vektor konservatif,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0548,concept.physics.work,R006,work,usaha,kerja,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0549,concept.topology.winding-number,R006,winding number,bilangan putar,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0550,concept.geometry.ray.x-axis-nonpositive,R006,nonpositive x-axis ray,sinar sumbu-x nonpositif,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0551,concept.geometry.chain.polygonal,R006,polygonal chain,rantai poligonal,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0552,concept.topology.open.relative,R006,relative open set,himpunan terbuka relatif,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0553,concept.path.out-and-back,R006,out-and-back path,lintasan pergi-pulang,,,formal,R006 ch-one-dim-ints-sv.tex,admitted,
LEBL-TERM-0554,concept.integration.multivariable,R006,multivariable integral,integral multivariabel,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0555,concept.integration.riemann.rectangle,R006,Riemann integral over rectangles,integral Riemann pada persegi panjang,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0556,concept.geometry.rectangle.closed,R006,closed rectangle,persegi panjang tertutup,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0557,concept.geometry.rectangle.open,R006,open rectangle,persegi panjang terbuka,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0558,concept.geometry.rectangle.subrectangle,R006,subrectangle,subpersegi panjang,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0559,concept.measure.volume.n-dimensional,R006,n-dimensional volume,volume berdimensi n,volume n dimensi,,formal,R006 ch-multivar-int.tex and notations.tex,admitted,
LEBL-TERM-0560,concept.integration.partition-refinement.common,R006,common refinement,penghalusan bersama,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0561,concept.geometry.rectangle.longest-side,R006,longest side,sisi terpanjang,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0562,concept.function.support,R006,support,tumpuan,dukungan,,formal,R006 ch-multivar-int.tex; Indonesian mathematical usage surveyed in university publications,admitted,Use tumpuan in the current multivariable chapter; dukungan remains an attested variant
LEBL-TERM-0563,concept.function.compact-support,R006,compact support,tumpuan kompak,dukungan kompak; bertumpuan kompak; berdukungan kompak,,formal,R006 ch-multivar-int.tex and ch-one-dim-ints-sv.tex,admitted,The adjective in current prose is bertumpuan kompak; the earlier admitted berdukungan kompak remains a valid variant
LEBL-TERM-0564,concept.integration.iterated,R006,iterated integral,integral berulang,integral iterasi,,formal,R006 ch-multivar-int.tex; Indonesian university calculus materials,admitted,
LEBL-TERM-0565,concept.theorem.fubini,R006,Fubini theorem,teorema Fubini,,,formal,R006 ch-multivar-int.tex; Indonesian university calculus materials,admitted,
LEBL-TERM-0566,concept.integration.inner,R006,inner integral,integral bagian dalam,integral dalam,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0567,concept.integration.lower-darboux-integral,R006,lower integral,integral bawah,integral Darboux bawah,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0568,concept.integration.upper-darboux-integral,R006,upper integral,integral atas,integral Darboux atas,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0569,concept.integration.order,R006,order of integration,urutan pengintegralan,urutan integrasi,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0570,concept.function.intermediate,R006,intermediate function,fungsi perantara,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0571,concept.number-theory.lowest-terms,R006,in lowest terms,dalam bentuk pecahan paling sederhana,bentuk paling sederhana,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0572,concept.measure.outer,R006,outer measure,ukuran luar,,,formal,R006 ch-multivar-int.tex; standard Indonesian measure-theory usage,admitted,
LEBL-TERM-0573,concept.measure.zero,R006,measure zero,berukuran nol,ukuran nol,,formal,R006 ch-multivar-int.tex; standard Indonesian measure-theory usage,admitted,
LEBL-TERM-0574,concept.set.null,R006,null set,himpunan nol,himpunan berukuran nol,,formal,R006 ch-multivar-int.tex; standard Indonesian measure-theory usage,admitted,
LEBL-TERM-0575,concept.geometry.cube.closed,R006,closed cube,kubus tertutup,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0576,concept.cover.subcover.inclusion-minimal,R006,minimal subcover,subselimut minimal,subselimut hingga minimal,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0577,concept.number-representation.ternary-expansion,R006,ternary expansion,ekspansi terner,representasi terner,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0578,concept.set.cantor,R006,Cantor set,himpunan Cantor,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0579,concept.set.cantor.middle-third,R006,middle third,sepertiga tengah,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0580,concept.set.cantor.open-middle-third,R006,open middle third,sepertiga tengah terbuka,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0581,concept.function.cantor,R006,Cantor function,fungsi Cantor,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0582,concept.function.cantor.devils-staircase,R006,Devil's staircase,tangga Iblis,tangga Setan,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0583,concept.geometry.cube.open,R006,open cube,kubus terbuka,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0584,concept.function.oscillation,R006,oscillation,osilasi,,,formal,R006 ch-multivar-int.tex,admitted,
LEBL-TERM-0585,concept.function.oscillate,R006,oscillate,berosilasi,,,formal,R006 ch-multivar-int.tex,admitted,
